symbol,timestamp,price,change,min,max,average
AMZN,2024-04-10T14:19:19-04:00[America/New_York],185.27000427246094,-0.02710943151834,180.0,185.6699981689453,182.85000271267361
NVDA,2024-04-10T14:19:18-04:00[America/New_York],866.9000244140625,0.040572815577920696,853.5399780273438,903.6300048828125,880.2500067816840555555555555555556
AAPL,2024-04-10T14:19:18-04:00[America/New_York],168.0,0.020293887416864366,168.0,171.47999572753906,169.3911098904079877777777777777778
META,2024-04-10T14:19:18-04:00[America/New_York],519.9849853515625,-0.0708534118594211,485.5799865722656,527.3400268554688,508.3816697862413222222222222222222
GOOG,2024-04-10T14:19:18-04:00[America/New_York],157.49000549316406,-0.034349213023866954,151.94000244140625,158.13999938964844,155.4055548773871533333333333333333
GOOGL,2024-04-10T14:19:19-04:00[America/New_York],155.99000549316406,-0.033525561935542035,150.52999877929688,156.60000610351562,154.0411122639973933333333333333333
LLY,2024-04-10T14:19:08-04:00[America/New_York],760.9199829101562,0.021903489358350247,757.239990234375,784.2100219726562,769.5777791341145777777777777777778
AVGO,2024-04-10T14:18:20-04:00[America/New_York],1322.0,0.002572814519091831,1317.5,1363.2099609375,1336.305555555555555555555555555556
TSLA,2024-04-10T14:19:18-04:00[America/New_York],170.91000366210938,0.02776033796235646,164.89999389648438,176.8800048828125,171.4222225613064222222222222222222
JPM,2024-04-10T14:19:18-04:00[America/New_York],195.00999450683594,0.026410426681595777,195.00999450683594,200.3000030517578,197.7933315700954855555555555555556
V,2024-04-10T14:19:19-04:00[America/New_York],274.7604064941406,0.015477928500639648,274.0,279.0799865722656,277.0156012641058944444444444444444
MA,2024-04-10T14:19:13-04:00[America/New_York],470.7950134277344,0.02237471963080551,469.7699890136719,481.57000732421875,476.1716681586371666666666666666667
WMT,2024-04-10T14:19:19-04:00[America/New_York],60.35499954223633,-0.0030746448216862694,59.15999984741211,60.35499954223633,59.78166622585720477777777777777778
UNH,2024-04-10T14:19:18-04:00[America/New_York],451.1449890136719,0.08804330325169192,451.1449890136719,494.70001220703125,464.4738905164930555555555555555556
XOM,2024-04-10T14:19:18-04:00[America/New_York],122.05999755859375,-0.05006882141932865,116.23999786376953,122.05999755859375,119.6322224934895822222222222222222
HD,2024-04-10T14:19:15-04:00[America/New_York],349.7300109863281,0.0882950849277296,349.7300109863281,383.6000061035156,362.5866665310329888888888888888889
PG,2024-04-10T14:19:11-04:00[America/New_York],156.75999450683594,0.03383670565894644,155.4499969482422,162.25,157.8399997287326411111111111111111
ORCL,2024-04-10T14:19:19-04:00[America/New_York],121.80999755859375,0.030252392590504062,121.80999755859375,126.23999786376953,124.4611112806532122222222222222222
JNJ,2024-04-10T14:19:16-04:00[America/New_York],150.27000427246094,0.05006636352938224,150.27000427246094,158.19000244140625,154.1111094156901033333333333333333
COST,2024-04-10T14:19:19-04:00[America/New_York],720.219970703125,0.01693901982853206,704.8800048828125,732.6300048828125,715.5644395616319555555555555555556
MRK,2024-04-10T14:19:18-04:00[America/New_York],126.43000030517578,0.041834003567515474,126.43000030517578,131.9499969482422,128.7266667683919288888888888888889
ABBV,2024-04-10T14:19:19-04:00[America/New_York],169.27000427246094,0.07045580121376495,167.89999389648438,182.10000610351562,174.2211117214626744444444444444444
CVX,2024-04-10T14:19:19-04:00[America/New_York],162.38499450683594,-0.029447120907277885,157.74000549316406,162.38499450683594,160.5538906521267377777777777777778
CRM,2024-04-10T14:19:02-04:00[America/New_York],299.0150146484375,0.0071883195431057005,294.1400146484375,304.739990234375,301.26055908203125
BAC,2024-04-10T14:19:17-04:00[America/New_York],36.685001373291016,0.03256848247070059,36.685001373291016,37.91999816894531,37.347221798366970
AMD,2024-04-10T14:19:19-04:00[America/New_York],164.52999877929688,0.08842598608304467,164.52999877929688,183.33999633789062,173.8622216118706622222222222222222
NFLX,2024-04-10T14:19:15-04:00[America/New_York],617.6199951171875,-0.016942976203696315,607.3300170898438,636.1799926757812,620.3866712782118
KO,2024-04-10T14:19:14-04:00[America/New_York],58.875,0.037675715816901996,58.875,61.18000030517578,59.83500035603841122222222222222222
LIN,2024-04-10T14:19:03-04:00[America/New_York],452.0299987792969,0.02646883259618007,452.0299987792969,464.70001220703125,460.5700039333767388888888888888889
TMO,2024-04-10T14:18:36-04:00[America/New_York],573.9199829101562,0.01254286537895069,570.6099853515625,589.2000122070312,577.5788913302951222222222222222222
PEP,2024-04-10T14:19:18-04:00[America/New_York],168.5,0.03719784418701674,168.5,175.00999450683594,170.7322201199001755555555555555556
ADBE,2024-04-10T14:18:59-04:00[America/New_York],484.8299865722656,0.03917958638945062,484.2799987792969,504.6000061035156,492.97777303059895
ACN,2024-04-10T14:19:15-04:00[America/New_York],325.0249938964844,0.062274580558274145,325.0249938964844,346.6099853515625,334.3627760145399333333333333333333
CSCO,2024-04-10T14:19:17-04:00[America/New_York],49.119998931884766,0.01582850967626894,48.11000061035156,50.040000915527344,49.12000020345052111111111111111111
DIS,2024-04-10T14:19:18-04:00[America/New_York],116.91999816894531,0.044458993251639704,116.91999816894531,122.81999969482422,119.2666659884982644444444444444444
WFC,2024-04-10T14:19:20-04:00[America/New_York],56.79499816894531,0.02010008512645831,56.68000030517578,57.959999084472656,57.36611133151584155555555555555556
ABT,2024-04-10T14:19:18-04:00[America/New_York],110.80999755859375,0.025074837336695698,110.11000061035156,113.66000366210938,111.5699988471137144444444444444444
MCD,2024-04-10T14:19:18-04:00[America/New_York],266.8450012207031,0.05357336525042173,266.69000244140625,281.95001220703125,272.8972235785590222222222222222222
QCOM,2024-04-10T14:19:18-04:00[America/New_York],170.52000427246094,-0.007206150021923896,169.3000030517578,175.57000732421875,171.8855556911892344444444444444444
TMUS,2024-04-10T14:19:14-04:00[America/New_York],160.0500030517578,0.01942162814138756,160.0500030517578,163.25999450683594,161.7666659884982622222222222222222
CAT,2024-04-10T14:18:56-04:00[America/New_York],370.75,-0.011789447945220768,363.739990234375,379.29998779296875,370.6666632758246555555555555555556
DHR,2024-04-10T14:17:55-04:00[America/New_York],244.92999267578125,0.01918151738549949,241.89999389648438,249.8000030517578,245.8833312988281222222222222222222
INTU,2024-04-10T14:18:36-04:00[America/New_York],628.0800170898438,0.03372305063100954,621.280029296875,650.0,634.8777940538194666666666666666667
VZ,2024-04-10T14:19:13-04:00[America/New_York],40.372501373291016,0.03783359737414997,40.372501373291016,42.84000015258789,41.90361107720269077777777777777778
AMAT,2024-04-10T14:19:18-04:00[America/New_York],209.0500030517578,-0.013674089039619607,203.38999938964844,210.41000366210938,207.5722232394748233333333333333333
INTC,2024-04-10T14:19:19-04:00[America/New_York],37.060001373291016,0.1609689176001174,37.060001373291016,44.52000045776367,40.53000005086263066666666666666667
IBM,2024-04-10T14:19:11-04:00[America/New_York],186.20230102539062,0.02491467072267904,186.20230102539062,190.9600067138672,189.2202572292751766666666666666667
GE,2024-04-10T14:19:18-04:00[America/New_York],157.02499389648438,-0.12090426175603791,136.47000122070312,157.02499389648438,148.2061004638671866666666666666667
NOW,2024-04-10T14:19:10-04:00[America/New_York],769.6552124023438,-0.00951624836824635,757.0,785.5999755859375,769.4950154622395888888888888888889
UBER,2024-04-10T14:19:18-04:00[America/New_York],73.83000183105469,0.04104424107539678,73.83000183105469,77.16000366210938,75.91777801513672
CMCSA,2024-04-10T14:19:18-04:00[America/New_York],39.6349983215332,0.08569781507156592,39.6349983215332,43.349998474121094,41.27499983045789866666666666666667
AXP,2024-04-10T14:19:07-04:00[America/New_York],216.88499450683594,0.04745490719273399,216.88499450683594,227.69000244140625,223.3716668023003477777777777777778
COP,2024-04-10T14:18:41-04:00[America/New_York],133.39500427246094,-0.04804372683698293,127.27999877929688,133.52000427246094,131.2883334689670122222222222222222
BX,2024-04-10T14:19:20-04:00[America/New_York],126.5199966430664,0.03691861653640696,126.01000213623047,132.0,128.5233332316080733333333333333333
TXN,2024-04-10T14:19:14-04:00[America/New_York],168.5500030517578,0.032489543906658154,167.5,174.2100067138672,170.6200018988715288888888888888889
PFE,2024-04-10T14:19:17-04:00[America/New_York],26.235000610351562,0.054594572599943714,26.235000610351562,27.75,27.01611095004611544444444444444444
MS,2024-04-10T14:19:19-04:00[America/New_York],91.55999755859375,0.027612638088308508,91.55999755859375,94.16000366210938,93.00000000000000222222222222222222
AMGN,2024-04-10T14:18:59-04:00[America/New_York],266.0199890136719,0.064364159535487,266.0199890136719,284.32000732421875,273.5122239854600722222222222222222
PM,2024-04-10T14:19:17-04:00[America/New_York],89.48999786376953,0.023248251680411152,89.4800033569336,91.81999969482422,90.70444488525390777777777777777778
UNP,2024-04-10T14:18:58-04:00[America/New_York],237.19500732421875,0.03551817839102756,237.19500732421875,245.92999267578125,241.5872209337022522222222222222222
MU,2024-04-10T14:19:19-04:00[America/New_York],120.61499786376953,-0.023114755180500608,117.88999938964844,128.00999450683594,122.9794430202907988888888888888889
ISRG,2024-04-10T14:19:18-04:00[America/New_York],389.5849914550781,0.02381669540713083,378.9200134277344,399.0899963378906,388.28055487738715
LOW,2024-04-10T14:19:08-04:00[America/New_York],236.50999450683594,0.07152672055234263,236.50999450683594,254.72999572753906,243.3311089409722255555555555555556
SPGI,2024-04-10T14:18:36-04:00[America/New_York],424.7900085449219,0.0015513071880890697,424.7900085449219,435.0,428.7799987792968722222222222222222
NKE,2024-04-10T14:19:20-04:00[America/New_York],88.8949966430664,0.0541073263697861,88.83999633789062,93.9800033569336,90.62499915228949666666666666666667
GEV,2024-04-10T14:19:14-04:00[America/New_York],137.64500427246094,0.03080551942250825,122.69999694824219,142.02000427246094,133.4868755340576175
RTX,2024-04-10T14:19:20-04:00[America/New_York],101.52999877929688,-0.04101302214769532,97.52999877929688,101.87999725341797,99.71111128065321333333333333333333
SYK,2024-04-10T14:17:47-04:00[America/New_York],347.8349914550781,0.02804091932553148,347.3800048828125,357.8699951171875,351.0905558268229222222222222222222
GS,2024-04-10T14:19:19-04:00[America/New_York],400.8500061035156,0.0403169724902692,400.8500061035156,417.69000244140625,410.1966688368055555555555555555556
ETN,2024-04-10T14:19:18-04:00[America/New_York],315.75,-0.009818368287484416,312.0299987792969,330.510009765625,318.5011121961805611111111111111111
UPS,2024-04-10T14:19:17-04:00[America/New_York],146.94500732421875,0.011336860009674952,146.94500732421875,152.27000427246094,149.62833489312066
NEE,2024-04-10T14:19:17-04:00[America/New_York],63.97999954223633,-0.0010952854794452716,62.54999923706055,65.37999725341797,63.872222052680122
LRCX,2024-04-10T14:19:19-04:00[America/New_York],962.3699951171875,0.009469222122622812,951.6300048828125,981.7899780273438,969.1377834743923888888888888888889
SCHW,2024-04-10T14:19:05-04:00[America/New_York],71.0199966430664,0.018247162864906363,71.0199966430664,72.37000274658203,71.83333248562283
HON,2024-04-10T14:19-04:00[America/New_York],195.1300048828125,0.0493057009363581,195.1300048828125,205.25,198.88444349500868
T,2024-04-10T14:19:20-04:00[America/New_York],16.584999084472656,0.05767052698849493,16.584999084472656,17.610000610351562,17.32833332485622833333333333333333
BKNG,2024-04-10T14:08-04:00[America/New_York],3563.580078125,0.01772379647742136,3521.929931640625,3632.3798828125,3585.031087239583333333333333333333
BLK,2024-04-10T14:15:35-04:00[America/New_York],784.780029296875,0.05867816024213754,784.780029296875,833.7000122070312,808.1677924262153
PGR,2024-04-10T14:19:15-04:00[America/New_York],206.55999755859375,0.001257178978905068,204.80999755859375,211.0,208.8411119249131966666666666666667
ELV,2024-04-10T14:19:02-04:00[America/New_York],507.7200012207031,0.020866234553028308,498.6000061035156,518.5399780273438,508.6477796766493
C,2024-04-10T14:19:19-04:00[America/New_York],60.21500015258789,0.04783367244768626,60.21500015258789,63.459999084472656,61.92722193400065155555555555555556
PLD,2024-04-10T14:19:09-04:00[America/New_York],120.1050033569336,0.07767622307594772,120.1050033569336,130.22000122070312,125.7527779473198777777777777777778
MDT,2024-04-10T14:19:19-04:00[America/New_York],82.3499984741211,0.055077486720782845,82.3499984741211,87.1500015258789,84.65666622585720444444444444444444
DE,2024-04-10T14:18:54-04:00[America/New_York],410.31500244140625,0.0010346881313559096,404.0,412.5400085449219,408.56722344292535
BA,2024-04-10T14:19:18-04:00[America/New_York],173.41000366210938,0.10145604059142962,173.41000366210938,192.99000549316406,183.8855539957682255555555555555556
TJX,2024-04-10T14:19:18-04:00[America/New_York],96.3499984741211,0.04999013790533313,95.75,101.41999816894531,97.78999922010633888888888888888889
LMT,2024-04-10T14:19:14-04:00[America/New_York],450.0,0.010706345042461748,447.57000732421875,455.3800048828125,452.0188903808593833333333333333333
VRTX,2024-04-10T14:18:55-04:00[America/New_York],396.0249938964844,0.052594472274641056,396.0249938964844,420.4800109863281,408.0138956705729166666666666666667
CI,2024-04-10T14:19:08-04:00[America/New_York],356.739990234375,0.017759333031398174,356.739990234375,364.0799865722656,360.7166680230034611111111111111111
ABNB,2024-04-10T14:18:54-04:00[America/New_York],159.61500549316406,0.032401800455636245,158.83999633789062,164.9600067138672,161.2150014241536466666666666666667
REGN,2024-04-10T14:17:42-04:00[America/New_York],932.77001953125,0.030878212765504107,932.77001953125,969.3099975585938,948.0322265624999888888888888888889
CB,2024-04-10T14:19:20-04:00[America/New_York],248.36500549316406,0.04154285179949247,248.02999877929688,259.1300048828125,253.5938873291015622222222222222222
MMC,2024-04-10T14:19:10-04:00[America/New_York],201.69000244140625,0.02082723262023666,200.75,205.97999572753906,203.6755557590060811111111111111111
BMY,2024-04-10T14:19:20-04:00[America/New_York],50.5088005065918,0.06861882845391364,50.5088005065918,54.22999954223633,52.00764465332031377777777777777778
BSX,2024-04-10T14:19:21-04:00[America/New_York],68.54000091552734,-7.300781620298615E-4,67.44999694824219,68.69000244140625,68.26333279079861222222222222222222
SBUX,2024-04-10T14:19:18-04:00[America/New_York],85.97000122070312,0.059306250193051566,85.97000122070312,91.52999877929688,88.40888892279731
ADI,2024-04-10T14:19:18-04:00[America/New_York],195.80999755859375,0.010010596060209629,191.9499969482422,204.1199951171875,196.4422200520833333333333333333333
ADP,2024-04-10T14:19:15-04:00[America/New_York],245.90499877929688,0.01535599675468155,241.49000549316406,250.00999450683594,246.3038906521267366666666666666667
ANET,2024-04-10T14:19:18-04:00[America/New_York],288.6700134277344,0.004517544344308144,288.6700134277344,299.75,294.0600043402777777777777777777778
CVS,2024-04-10T14:19:17-04:00[America/New_York],71.20999908447266,0.1071966251599939,71.20999908447266,79.76000213623047,75.02555592854817777777777777777778
FI,2024-04-10T14:19:16-04:00[America/New_York],154.25,0.03485175240243331,154.25,159.82000732421875,157.1233367919921877777777777777778
KLAC,2024-04-10T14:18:21-04:00[America/New_York],686.4000244140625,0.017421278873354196,672.75,710.8800048828125,692.2833455403646
SNPS,2024-04-10T14:18:44-04:00[America/New_York],560.2000122070312,0.01977250707431111,560.2000122070312,578.8699951171875,571.6877780490451333333333333333333
AMT,2024-04-10T14:19:09-04:00[America/New_York],181.46499633789062,0.08160838250346082,181.46499633789062,197.58999633789062,190.8938869900173588888888888888889
MDLZ,2024-04-10T14:19:18-04:00[America/New_York],66.66000366210938,0.04771423339843743,66.66000366210938,70.0,68.36777835422092111111111111111111
HCA,2024-04-10T14:17:31-04:00[America/New_York],328.75,0.014331540781313394,325.1700134277344,333.5299987792969,329.4244452582465333333333333333333
PANW,2024-04-10T14:19:11-04:00[America/New_York],279.54998779296875,0.016119441843999358,265.20001220703125,284.1300048828125,274.2177802191840333333333333333333
GILD,2024-04-10T14:19:21-04:00[America/New_York],68.1698989868164,0.0693529148557488,68.1698989868164,73.25,70.64109971788194333333333333333333
CDNS,2024-04-10T14:19:09-04:00[America/New_York],303.4200134277344,0.025250531297821583,303.4200134277344,312.1300048828125,308.9744432237413222222222222222222
SHW,2024-04-10T14:19:22-04:00[America/New_York],322.30999755859375,0.07203521141548826,322.30999755859375,347.3299865722656,333.8455505371093722222222222222222
WM,2024-04-10T14:18:50-04:00[America/New_York],207.24000549316406,0.027726899237869494,206.47999572753906,213.14999389648438,209.1144426133897566666666666666667
